,GHI
11621,78
11622,305
11623,574
11624,605
11625,705
11626,891
11627,882
11628,802
11629,680
11630,268
11631,17
11632,60
11633,10
11644,57
11645,174
11646,344
11647,585
11648,651
11649,698
11650,778
11651,658
11652,608
11653,353
11654,472
11655,302
11656,89
11657,14
11668,55
11669,139
11670,185
11671,468
11672,635
11673,676
11674,731
11675,760
11676,581
11677,525
11678,84
11679,331
11680,80
11681,13
11692,5
11693,17
11694,35
11695,36
11696,247
11697,69
11698,539
11699,657
11700,614
11701,359
11702,312
11703,361
11704,170
11705,19
11716,62
11717,228
11718,165
11719,234
11720,399
11721,247
11722,272
11723,631
11724,492
11725,698
11726,405
11727,354
11728,168
11729,23
11740,5
11741,11
11742,129
11743,224
11744,455
11745,670
11746,592
11747,772
11748,732
11749,564
11750,417
11751,164
11752,108
11753,11
11764,6
11765,122
11766,211
11767,349
11768,716
11769,696
11770,764
11771,749
11772,322
11773,615
11774,430
11775,219
11776,169
11777,22
11788,67
11789,234
11790,421
11791,598
11792,740
11793,854
11794,900
11795,890
11796,823
11797,705
11798,548
11799,367
11800,181
11801,31
11812,75
11813,241
11814,425
11815,597
11816,565
11817,667
11818,746
11819,664
11820,582
11821,330
11822,166
11823,182
11824,47
11825,12
11836,43
11837,151
11838,261
11839,465
11840,633
11841,861
11842,761
11843,611
11844,656
11845,563
11846,452
11847,358
11848,176
11849,28
11860,76
11861,150
11862,331
11863,489
11864,604
11865,865
11866,912
11867,901
11868,836
11869,719
11870,562
11871,379
11872,193
11873,38
11884,88
11885,119
11886,448
11887,622
11888,765
11889,866
11890,911
11891,899
11892,832
11893,714
11894,557
11895,375
11896,189
11897,33
11908,27
11909,258
11910,446
11911,620
11912,764
11913,868
11914,916
11915,906
11916,837
11917,720
11918,563
11919,379
11920,193
11921,39
11932,90
11933,262
11934,447
11935,621
11936,762
11937,686
11938,757
11939,898
11940,830
11941,708
11942,550
11943,366
11944,185
11945,36
11956,99
11957,116
11958,458
11959,488
11960,580
11961,596
11962,457
11963,130
11964,69
11965,559
11966,453
11967,237
11968,170
11969,40
11980,33
11981,173
11982,161
11983,167
11984,588
11985,230
11986,252
11987,360
11988,258
11989,63
11990,75
11991,45
11992,141
11993,30
12004,109
12005,294
12006,490
12007,670
12008,816
12009,912
12010,956
12011,940
12012,870
12013,750
12014,589
12015,403
12016,212
12017,50
12028,105
12029,285
12030,477
12031,655
12032,800
12033,904
12034,949
12035,937
12036,869
12037,748
12038,590
12039,406
12040,216
12041,52
12052,6
12053,16
12054,88
12055,192
12056,250
12057,254
12058,521
12059,408
12060,625
12061,306
12062,409
12063,357
12064,184
12065,37
12076,109
12077,291
12078,484
12079,663
12080,809
12081,915
12082,962
12083,951
12084,884
12085,765
12086,605
12087,420
12088,228
12089,59
12100,111
12101,151
12102,363
12103,565
12104,667
12105,772
12106,832
12107,818
12108,749
12109,725
12110,570
12111,392
12112,209
12113,53
12124,100
12125,129
12126,343
12127,619
12128,758
12129,735
12130,785
12131,724
12132,737
12133,587
12134,159
12135,132
12136,39
12137,13
12148,8
12149,94
12150,321
12151,526
12152,353
12153,758
12154,584
12155,644
12156,69
12157,52
12158,328
12159,166
12160,77
12161,23
12172,77
12173,146
12174,38
12175,35
12176,60
12177,286
12178,83
12179,225
12180,247
12181,294
12182,228
12183,19
12184,10
12185,17
12196,8
12197,21
12198,38
12199,243
12200,742
12201,885
12202,931
12203,924
12204,857
12205,746
12206,593
12207,414
12208,228
12209,65
12220,117
12221,292
12222,478
12223,648
12224,789
12225,893
12226,939
12227,929
12228,867
12229,753
12230,600
12231,419
12232,231
12233,67
12244,115
12245,157
12246,474
12247,645
12248,786
12249,887
12250,934
12251,927
12252,866
12253,754
12254,600
12255,421
12256,234
12257,69
12268,102
12269,154
12270,413
12271,551
12272,627
12273,741
12274,796
12275,795
12276,756
12277,663
12278,248
12279,374
12280,219
12281,62
12292,93
12293,162
12294,395
12295,546
12296,547
12297,731
12298,785
12299,728
12300,687
12301,736
12302,462
12303,299
12304,203
12305,46
12316,8
12317,169
12318,391
12319,646
12320,788
12321,893
12322,941
12323,933
12324,866
12325,752
12326,597
12327,416
12328,229
12329,68
12340,6
12341,155
12342,162
12343,97
12344,51
12345,185
12346,368
12347,210
12348,383
12349,313
12350,563
12351,326
12352,167
12353,9
12364,110
12365,139
12366,457
12367,624
12368,761
12369,872
12370,916
12371,906
12372,846
12373,734
12374,497
12375,314
12376,105
12377,49
12388,113
12389,149
12390,463
12391,531
12392,774
12393,890
12394,937
12395,930
12396,861
12397,595
12398,597
12399,420
12400,236
12401,74
12412,120
12413,293
12414,476
12415,646
12416,788
12417,896
12418,943
12419,934
12420,874
12421,761
12422,608
12423,429
12424,243
12425,78
12436,117
12437,287
12438,470
12439,538
12440,780
12441,739
12442,927
12443,918
12444,864
12445,747
12446,595
12447,417
12448,234
12449,73
12460,116
12461,98
12462,356
12463,618
12464,638
12465,740
12466,481
12467,401
12468,459
12469,61
12470,116
12471,357
12472,124
12473,62
12483,1
12484,7
12485,153
12486,371
12487,660
12488,384
12489,259
12490,800
12491,776
12492,750
12493,767
12494,610
12495,426
12496,236
12497,74
12507,8
12508,122
12509,294
12510,363
12511,461
12512,785
12513,892
12514,813
12515,741
12516,688
12517,655
12518,585
12519,293
12520,211
12521,51
12531,6
12532,53
12533,161
12534,362
12535,545
12536,659
12537,744
12538,785
12539,770
12540,678
12541,633
12542,333
12543,132
12544,120
12545,36
12555,1
12556,7
12557,88
12558,360
12559,529
12560,643
12561,745
12562,680
12563,795
12564,654
12565,633
12566,296
12567,208
12568,220
12569,71
12579,6
12580,118
12581,292
12582,484
12583,578
12584,640
12585,899
12586,942
12587,773
12588,693
12589,564
12590,414
12591,40
12592,134
12593,78
12603,10
12604,126
12605,118
12606,222
12607,650
12608,791
12609,893
12610,939
12611,929
12612,869
12613,759
12614,609
12615,434
12616,252
12617,86
12627,10
12628,131
12629,305
12630,489
12631,658
12632,797
12633,895
12634,942
12635,935
12636,876
12637,766
12638,616
12639,440
12640,256
12641,89
12651,10
12652,128
12653,302
12654,486
12655,654
12656,790
12657,883
12658,926
12659,915
12660,852
12661,481
12662,477
12663,233
12664,206
12665,77
12675,8
12676,127
12677,306
12678,362
12679,565
12680,650
12681,911
12682,960
12683,952
12684,882
12685,577
12686,83
12687,58
12688,245
12689,84
12699,7
12700,9
12701,179
12702,219
12703,429
12704,690
12705,766
12706,771
12707,589
12708,101
12709,191
12710,290
12711,328
12712,193
12713,73
12723,8
12724,8
12725,158
12726,26
12727,41
12728,59
12729,225
12730,83
12731,370
12732,417
12733,650
12734,617
12735,247
12736,261
12737,93
12747,8
12748,9
12749,12
12750,50
12751,478
12752,649
12753,729
12754,933
12755,927
12756,870
12757,762
12758,617
12759,443
12760,260
12761,94
12771,8
12772,122
12773,291
12774,472
12775,642
12776,784
12777,889
12778,936
12779,929
12780,874
12781,766
12782,618
12783,443
12784,260
12785,94
12795,9
12796,123
12797,293
12798,474
12799,642
12800,781
12801,720
12802,922
12803,916
12804,681
12805,609
12806,484
12807,432
12808,252
12809,90
12819,8
12820,121
12821,149
12822,472
12823,437
12824,638
12825,721
12826,932
12827,928
12828,864
12829,758
12830,612
12831,440
12832,259
12833,94
12843,6
12844,71
12845,280
12846,348
12847,521
12848,668
12849,697
12850,765
12851,792
12852,738
12853,631
12854,486
12855,363
12856,180
12857,70
12867,6
12868,116
12869,149
12870,346
12871,632
12872,772
12873,870
12874,919
12875,914
12876,854
12877,599
12878,517
12879,399
12880,251
12881,90
12891,8
12892,123
12893,63
12894,413
12895,649
12896,790
12897,905
12898,953
12899,948
12900,778
12901,620
12902,339
12903,211
12904,208
12905,90
12915,7
12916,74
12917,196
12918,365
12919,506
12920,543
12921,716
12922,968
12923,965
12924,907
12925,798
12926,647
12927,333
12928,280
12929,106
12939,11
12940,135
12941,316
12942,506
12943,681
12944,826
12945,927
12946,977
12947,973
12948,914
12949,623
12950,655
12951,476
12952,287
12953,85
12964,127
12965,194
12966,332
12967,551
12968,670
12969,546
12970,276
12971,815
12972,712
12973,586
12974,508
12975,334
12976,189
12977,65
12988,7
12989,14
12990,25
12991,87
12992,82
12993,458
12994,128
12995,84
12996,518
12997,84
12998,298
12999,25
13000,21
13001,25
13012,8
13013,12
13014,298
13015,196
13016,373
13017,486
13018,479
13019,782
13020,403
13021,306
13022,397
13023,280
13024,63
13025,7
13036,125
13037,22
13038,222
13039,54
13040,80
13041,80
13042,222
13043,710
13044,883
13045,778
13046,633
13047,460
13048,276
13049,105
13060,116
13061,283
13062,463
13063,635
13064,780
13065,901
13066,952
13067,949
13068,717
13069,617
13070,570
13071,451
13072,267
13073,99
13084,50
13085,200
13086,471
13087,642
13088,638
13089,891
13090,941
13091,937
13092,884
13093,779
13094,631
13095,458
13096,273
13097,102
13108,123
13109,298
13110,485
13111,659
13112,804
13113,906
13114,956
13115,953
13116,883
13117,776
13118,503
13119,454
13120,270
13121,100
13132,109
13133,278
13134,461
13135,632
13136,774
13137,882
13138,930
13139,920
13140,860
13141,614
13142,493
13143,444
13144,263
13145,97
13156,112
13157,284
13158,469
13159,642
13160,787
13161,892
13162,941
13163,937
13164,873
13165,763
13166,615
13167,439
13168,254
13169,89
13180,105
13181,272
13182,453
13183,621
13184,763
13185,868
13186,919
13187,916
13188,862
13189,754
13190,605
13191,433
13192,253
13193,91
13204,101
13205,145
13206,437
13207,604
13208,740
13209,723
13210,885
13211,878
13212,824
13213,720
13214,580
13215,415
13216,239
13217,83
13228,102
13229,270
13230,452
13231,621
13232,764
13233,730
13234,932
13235,930
13236,868
13237,762
13238,614
13239,407
13240,254
13241,90
13252,104
13253,274
13254,460
13255,635
13256,780
13257,891
13258,940
13259,937
13260,882
13261,776
13262,630
13263,456
13264,216
13265,77
13276,111
13277,283
13278,468
13279,640
13280,786
13281,894
13282,952
13283,954
13284,888
13285,784
13286,639
13287,465
13288,277
13289,103
13300,110
13301,283
13302,469
13303,641
13304,786
13305,892
13306,756
13307,945
13308,891
13309,783
13310,635
13311,459
13312,271
13313,99
13324,106
13325,277
13326,336
13327,632
13328,775
13329,893
13330,946
13331,945
13332,885
13333,777
13334,629
13335,454
13336,267
13337,97
13348,103
13349,273
13350,457
13351,631
13352,774
13353,885
13354,938
13355,934
13356,878
13357,769
13358,619
13359,441
13360,145
13361,47
13372,108
13373,282
13374,469
13375,644
13376,791
13377,891
13378,941
13379,935
13380,878
13381,765
13382,495
13383,436
13384,252
13385,88
13396,97
13397,264
13398,243
13399,621
13400,765
13401,871
13402,924
13403,924
13404,873
13405,768
13406,620
13407,444
13408,258
13409,91
13420,100
13421,271
13422,456
13423,632
13424,781
13425,888
13426,944
13427,943
13428,890
13429,776
13430,619
13431,434
13432,244
13433,80
13444,86
13445,134
13446,434
13447,514
13448,631
13449,881
13450,936
13451,936
13452,866
13453,612
13454,606
13455,428
13456,242
13457,79
13468,88
13469,254
13470,432
13471,599
13472,738
13473,849
13474,887
13475,878
13476,837
13477,724
13478,484
13479,343
13480,159
13481,68
13492,77
13493,149
13494,281
13495,142
13496,64
13497,455
13498,84
13499,224
13500,71
13501,123
13502,442
13503,406
13504,103
13505,75
13516,94
13517,265
13518,451
13519,624
13520,770
13521,889
13522,946
13523,947
13524,891
13525,784
13526,634
13527,457
13528,268
13529,93
13540,97
13541,270
13542,454
13543,624
13544,763
13545,877
13546,927
13547,925
13548,872
13549,763
13550,613
13551,435
13552,249
13553,82
13564,92
13565,265
13566,455
13567,634
13568,785
13569,895
13570,954
13571,956
13572,903
13573,797
13574,648
13575,467
13576,272
13577,92
13588,85
13589,122
13590,436
13591,602
13592,734
13593,850
13594,900
13595,893
13596,711
13597,530
13598,466
13599,390
13600,220
13601,66
13612,61
13613,106
13614,394
13615,567
13616,718
13617,857
13618,908
13619,901
13620,844
13621,594
13622,507
13623,389
13624,217
13625,65
13636,70
13637,160
13638,319
13639,477
13640,718
13641,689
13642,77
13643,76
13644,69
13645,462
13646,471
13647,272
13648,194
13649,47
13660,78
13661,56
13662,423
13663,592
13664,734
13665,867
13666,922
13667,922
13668,864
13669,758
13670,609
13671,432
13672,243
13673,75
13684,80
13685,250
13686,436
13687,613
13688,762
13689,868
13690,925
13691,922
13692,866
13693,755
13694,605
13695,426
13696,239
13697,72
13708,71
13709,231
13710,412
13711,586
13712,733
13713,856
13714,914
13715,916
13716,858
13717,752
13718,603
13719,425
13720,238
13721,71
13732,74
13733,239
13734,422
13735,596
13736,741
13737,857
13738,908
13739,901
13740,839
13741,597
13742,470
13743,293
13744,176
13745,30
13756,75
13757,243
13758,430
13759,605
13760,752
13761,854
13762,909
13763,906
13764,850
13765,743
13766,595
13767,417
13768,232
13769,68
13780,69
13781,232
13782,415
13783,590
13784,738
13785,847
13786,903
13787,903
13788,848
13789,743
13790,595
13791,420
13792,235
13793,68
13804,66
13805,98
13806,410
13807,485
13808,589
13809,836
13810,891
13811,893
13812,834
13813,730
13814,584
13815,411
13816,227
13817,64
13828,63
13829,223
13830,406
13831,580
13832,729
13833,845
13834,900
13835,898
13836,835
13837,728
13838,470
13839,405
13840,221
13841,60
13852,61
13853,219
13854,399
13855,571
13856,716
13857,677
13858,875
13859,876
13860,823
13861,719
13862,460
13863,401
13864,219
13865,58
13876,60
13877,107
13878,291
13879,444
13880,582
13881,678
13882,885
13883,879
13884,809
13885,704
13886,560
13887,389
13888,210
13889,53
13900,55
13901,87
13902,301
13903,485
13904,585
13905,704
13906,743
13907,753
13908,630
13909,566
13910,451
13911,328
13912,114
13913,50
13924,52
13925,207
13926,387
13927,560
13928,707
13929,829
13930,886
13931,887
13932,826
13933,720
13934,573
13935,397
13936,182
13937,48
13948,54
13949,213
13950,395
13951,441
13952,571
13953,818
13954,872
13955,870
13956,814
13957,706
13958,559
13959,383
13960,201
13961,46
13972,53
13973,213
13974,398
13975,574
13976,721
13977,833
13978,888
13979,887
13980,824
13981,716
13982,567
13983,390
13984,206
13985,47
13996,55
13997,219
13998,407
13999,586
14000,582
14001,843
14002,898
14003,896
14004,832
14005,722
14006,570
14007,390
14008,204
14009,45
14020,52
14021,214
14022,400
14023,577
14024,726
14025,835
14026,887
14027,884
14028,823
14029,568
14030,428
14031,382
14032,198
14033,42
14044,47
14045,204
14046,385
14047,557
14048,599
14049,699
14050,751
14051,855
14052,797
14053,687
14054,539
14055,365
14056,186
14057,36
14068,44
14069,200
14070,382
14071,557
14072,704
14073,821
14074,875
14075,874
14076,821
14077,711
14078,561
14079,381
14080,195
14081,38
14092,44
14093,200
14094,383
14095,558
14096,566
14097,828
14098,882
14099,880
14100,813
14101,704
14102,444
14103,377
14104,192
14105,33
14116,42
14117,68
14118,337
14119,459
14120,621
14121,699
14122,730
14123,872
14124,641
14125,599
14126,430
14127,372
14128,187
14129,22
14140,41
14141,199
14142,386
14143,564
14144,714
14145,823
14146,879
14147,877
14148,814
14149,702
14150,550
14151,371
14152,183
14153,30
14164,14
14165,56
14166,279
14167,459
14168,600
14169,810
14170,867
14171,866
14172,809
14173,697
14174,542
14175,42
14176,114
14177,20
14188,36
14189,8
14190,29
14191,253
14192,521
14193,628
14194,634
14195,736
14196,122
14197,46
14198,50
14199,21
14200,8
14201,3
14212,34
14213,185
14214,366
14215,542
14216,691
14217,798
14218,637
14219,508
14220,793
14221,159
14222,232
14223,175
14224,58
14225,8
14236,27
14237,55
14238,352
14239,526
14240,674
14241,783
14242,837
14243,835
14244,777
14245,529
14246,382
14247,343
14248,164
14249,21
14260,33
14261,186
14262,272
14263,485
14264,596
14265,668
14266,669
14267,683
14268,672
14269,541
14270,355
14271,331
14272,153
14273,15
14284,29
14285,179
14286,361
14287,537
14288,685
14289,789
14290,842
14291,721
14292,778
14293,666
14294,513
14295,335
14296,112
14297,14
14308,25
14309,46
14310,163
14311,448
14312,683
14313,671
14314,768
14315,843
14316,635
14317,664
14318,369
14319,259
14320,124
14321,13
14332,24
14333,170
14334,353
14335,530
14336,680
14337,787
14338,840
14339,836
14340,665
14341,315
14342,216
14343,196
14344,103
14345,11
14356,20
14357,163
14358,271
14359,514
14360,660
14361,771
14362,823
14363,699
14364,573
14365,374
14366,402
14367,313
14368,137
14369,8
14380,21
14381,164
14382,341
14383,512
14384,656
14385,765
14386,818
14387,815
14388,515
14389,125
14390,77
14391,322
14392,39
14393,9
14404,10
14405,163
14406,267
14407,517
14408,522
14409,611
14410,821
14411,657
14412,632
14413,375
14414,119
14415,15
14416,84
14417,6
14428,18
14429,160
14430,342
14431,517
14432,666
14433,789
14434,680
14435,530
14436,347
14437,430
14438,497
14439,316
14440,134
14452,19
14453,168
14454,273
14455,533
14456,583
14457,515
14458,540
14459,560
14460,516
14461,432
14462,325
14463,262
14464,87
14476,18
14477,165
14478,269
14479,537
14480,691
14481,652
14482,753
14483,692
14484,582
14485,550
14486,249
14487,281
14488,121
14500,15
14501,156
14502,178
14503,515
14504,664
14505,787
14506,840
14507,836
14508,772
14509,656
14510,386
14511,314
14512,129
14524,14
14525,155
14526,339
14527,517
14528,664
14529,784
14530,836
14531,831
14532,764
14533,647
14534,488
14535,305
14536,122
14548,15
14549,89
14550,354
14551,536
14552,688
14553,688
14554,842
14555,666
14556,768
14557,650
14558,349
14559,61
14560,21
14572,12
14573,151
14574,334
14575,512
14576,661
14577,779
14578,830
14579,822
14580,508
14581,176
14582,193
14583,184
14584,27
14596,12
14597,152
14598,335
14599,399
14600,657
14601,669
14602,677
14603,495
14604,560
14605,446
14606,348
14607,187
14608,45
14620,12
14621,123
14622,284
14623,521
14624,671
14625,774
14626,824
14627,815
14628,741
14629,451
14630,93
14631,11
14632,24
14644,11
14645,157
14646,348
14647,530
14648,680
14649,784
14650,831
14651,819
14652,748
14653,623
14654,458
14655,273
14656,95
14668,8
14669,141
14670,325
14671,504
14672,653
14673,771
14674,821
14675,808
14676,741
14677,618
14678,407
14679,272
14680,94
14693,143
14694,243
14695,509
14696,659
14697,600
14698,813
14699,806
14700,745
14701,624
14702,462
14703,275
14704,94
14717,143
14718,330
14719,509
14720,660
14721,766
14722,815
14723,804
14724,739
14725,618
14726,456
14727,270
14728,89
14741,132
14742,313
14743,490
14744,534
14745,749
14746,798
14747,786
14748,710
14749,465
14750,96
14751,36
14752,37
14765,128
14766,307
14767,419
14768,167
14769,247
14770,647
14771,639
14772,715
14773,426
14774,439
14775,257
14776,80
14789,132
14790,315
14791,493
14792,641
14793,747
14794,795
14795,784
14796,717
14797,466
14798,386
14799,254
14800,78
14813,84
14814,122
14815,402
14816,520
14817,612
14818,671
14819,787
14820,568
14821,523
14822,333
14823,161
14824,62
14837,133
14838,323
14839,506
14840,557
14841,634
14842,695
14843,717
14844,571
14845,600
14846,338
14847,176
14848,45
14861,126
14862,232
14863,386
14864,638
14865,740
14866,788
14867,779
14868,706
14869,584
14870,320
14871,238
14872,64
14885,119
14886,229
14887,357
14888,338
14889,563
14890,318
14891,588
14892,305
14893,405
14894,282
14895,13
14896,6
14909,74
14910,195
14911,381
14912,608
14913,628
14914,625
14915,660
14916,684
14917,562
14918,307
14919,219
14920,52
14933,116
14934,297
14935,474
14936,621
14937,730
14938,777
14939,765
14940,694
14941,569
14942,302
14943,221
14944,52
14957,109
14958,215
14959,360
14960,605
14961,702
14962,747
14963,734
14964,668
14965,420
14966,288
14967,210
14968,45
14981,108
14982,286
14983,462
14984,608
14985,710
14986,755
14987,614
14988,557
14989,456
14990,322
14991,183
14992,38
15005,41
15006,118
15007,352
15008,468
15009,565
15010,745
15011,603
15012,660
15013,400
15014,271
15015,195
15016,37
15029,93
15030,146
15031,218
15032,364
15033,340
15034,334
15035,500
15036,626
15037,508
15038,265
15039,122
15040,29
15053,43
15054,131
15055,35
15056,67
15057,504
15058,335
15059,434
15060,621
15061,457
15062,272
15063,45
15064,11
15077,90
15078,259
15079,430
15080,572
15081,676
15082,719
15083,701
15084,628
15085,461
15086,316
15087,173
15088,17
15101,93
15102,268
15103,336
15104,589
15105,693
15106,737
15107,658
15108,648
15109,526
15110,365
15111,185
15112,28
15125,97
15126,275
15127,451
15128,598
15129,699
15130,743
15131,728
15132,654
15133,529
15134,365
15135,183
15136,26
15149,96
15150,273
15151,447
15152,592
15153,698
15154,740
15155,608
15156,457
15157,212
15158,229
15159,172
15160,21
15173,98
15174,285
15175,469
15176,620
15177,729
15178,775
15179,762
15180,686
15181,558
15182,263
15183,191
15184,23
15197,94
15198,207
15199,340
15200,457
15201,548
15202,771
15203,759
15204,683
15205,552
15206,379
15207,185
15208,20
15221,98
15222,196
15223,473
15224,624
15225,727
15226,772
15227,757
15228,679
15229,550
15230,378
15231,184
15232,18
15245,52
15246,192
15247,337
15248,434
15249,686
15250,725
15251,593
15252,550
15253,339
15254,202
15255,11
15256,12
15269,83
15270,175
15271,443
15272,591
15273,695
15274,741
15275,726
15276,651
15277,521
15278,350
15279,160
15280,10
15293,73
15294,18
15295,33
15296,46
15297,365
15298,170
15299,714
15300,640
15301,512
15302,344
15303,158
15317,75
15318,167
15319,422
15320,566
15321,668
15322,709
15323,594
15324,267
15325,334
15326,23
15327,24
15341,68
15342,141
15343,308
15344,295
15345,375
15346,150
15347,44
15348,49
15349,288
15350,260
15351,75
15365,28
15366,108
15367,271
15368,430
15369,475
15370,513
15371,563
15372,570
15373,254
15374,109
15375,40
15389,5
15390,16
15391,30
15392,138
15393,121
15394,462
15395,530
15396,320
15397,56
15398,37
15399,7
15413,5
15414,10
15415,18
15416,88
15417,173
15418,142
15419,137
15420,76
15421,114
15422,167
15423,70
15437,5
15438,10
15439,132
15440,232
15441,502
15442,547
15443,418
15444,436
15445,349
15446,166
15447,78
15461,4
15462,15
15463,193
15464,383
15465,626
15466,370
15467,226
15468,397
15469,54
15470,64
15471,17
15485,32
15486,125
15487,259
15488,527
15489,281
15490,665
15491,647
15492,568
15493,285
15494,145
15495,107
15509,53
15510,215
15511,382
15512,521
15513,616
15514,654
15515,634
15516,560
15517,433
15518,270
15519,100
15533,47
15534,205
15535,370
15536,509
15537,602
15538,641
15539,621
15540,545
15541,419
15542,260
15543,93
15557,29
15558,139
15559,268
15560,404
15561,525
15562,529
15563,326
15564,222
15565,86
15566,36
15567,7
15581,46
15582,121
15583,275
15584,374
15585,439
15586,504
15587,637
15588,557
15589,425
15590,125
15591,89
15605,42
15606,112
15607,366
15608,506
15609,590
15610,627
15611,605
15612,524
15613,238
15614,128
15615,77
15629,36
15630,189
15631,353
15632,489
15633,431
15634,478
15635,484
15636,434
15637,140
15638,171
15639,30
15653,34
15654,182
15655,343
15656,369
15657,487
15658,503
15659,402
15660,320
15661,304
15662,90
15663,47
15677,14
15678,82
15679,208
15680,287
15681,265
15682,399
15683,384
15684,42
15685,30
15686,126
15687,5
15701,32
15702,181
15703,343
15704,478
15705,577
15706,616
15707,595
15708,516
15709,391
15710,232
15711,69
15725,32
15726,186
15727,352
15728,491
15729,584
15730,621
15731,597
15732,517
15733,388
15734,227
15735,65
15749,30
15750,114
15751,225
15752,330
15753,396
15754,349
15755,400
15756,338
15757,226
15758,75
15759,58
15773,25
15774,170
15775,332
15776,341
15777,431
15778,596
15779,574
15780,498
15781,371
15782,93
15783,55
15797,13
15798,165
15799,326
15800,460
15801,375
15802,274
15803,368
15804,296
15805,61
15806,66
15807,19
15821,3
15822,8
15823,15
15824,46
15825,53
15826,35
15827,59
15828,432
15829,31
15830,10
15831,5
15845,2
15846,11
15847,35
15848,41
15849,404
15850,308
15851,401
15852,336
15853,242
15854,90
15855,43
15869,22
15870,170
15871,248
15872,354
15873,447
15874,500
15875,592
15876,511
15877,379
15878,215
15879,50
15893,23
15894,178
15895,217
15896,488
15897,578
15898,615
15899,590
15900,510
15901,379
15902,215
15903,49
15917,18
15918,160
15919,205
15920,462
15921,553
15922,590
15923,567
15924,486
15925,358
15926,197
15927,40
15941,18
15942,162
15943,205
15944,468
15945,472
15946,456
15947,460
15948,338
15949,235
15950,195
15951,38
15965,12
15966,70
15967,214
15968,162
15969,234
15970,163
15971,121
15972,23
15973,111
15974,31
15975,9
15989,2
15990,7
15991,14
15992,115
15993,251
15994,203
15995,184
15996,298
15997,60
15998,150
15999,16
16013,7
16014,140
16015,197
16016,312
16017,401
16018,451
16019,439
16020,326
16021,260
16022,188
16023,32
16038,149
16039,315
16040,452
16041,545
16042,572
16043,535
16044,195
16045,104
16046,16
16047,5
16062,7
16063,13
16064,20
16065,27
16066,31
16067,23
16068,68
16069,12
16070,7
16071,8
16086,6
16087,11
16088,17
16089,22
16090,179
16091,168
16092,109
16093,14
16094,8
16095,3
16110,33
16111,92
16112,158
16113,70
16114,152
16115,349
16116,227
16117,13
16118,7
16119,3
16134,18
16135,38
16136,103
16137,186
16138,147
16139,156
16140,158
16141,24
16142,27
16143,5
16158,55
16159,131
16160,151
16161,24
16162,28
16163,100
16164,240
16165,82
16166,139
16167,14
16182,111
16183,262
16184,396
16185,321
16186,373
16187,503
16188,363
16189,198
16190,152
16191,17
16206,61
16207,195
16208,293
16209,358
16210,418
16211,365
16212,210
16213,32
16214,68
16215,1
16230,105
16231,128
16232,254
16233,474
16234,509
16235,486
16236,412
16237,290
16238,140
16239,13
16254,114
16255,148
16256,259
16257,493
16258,531
16259,508
16260,429
16261,303
16262,148
16263,13
16278,109
16279,137
16280,258
16281,389
16282,377
16283,417
16284,333
16285,150
16286,105
16287,11
16302,104
16303,128
16304,255
16305,346
16306,394
16307,354
16308,260
16309,156
16310,138
16326,105
16327,17
16328,212
16329,351
16330,517
16331,494
16332,416
16333,159
16334,138
16350,101
16351,255
16352,202
16353,477
16354,512
16355,490
16356,412
16357,287
16358,135
16374,95
16375,123
16376,295
16377,331
16378,317
16379,361
16380,266
16381,143
16382,126
16398,96
16399,250
16400,384
16401,471
16402,365
16403,484
16404,406
16405,282
16406,129
16422,6
16423,16
16424,27
16425,35
16426,272
16427,345
16428,393
16429,155
16430,62
16446,6
16447,15
16448,222
16449,432
16450,77
16451,216
16452,28
16453,18
16454,15
16470,6
16471,15
16472,14
16473,46
16474,39
16475,52
16476,27
16477,17
16478,8
16494,5
16495,14
16496,25
16497,33
16498,20
16499,80
16500,27
16501,17
16502,7
16518,24
16519,14
16520,68
16521,166
16522,151
16523,173
16524,144
16525,10
16526,35
16542,76
16543,14
16544,346
16545,294
16546,326
16547,200
16548,380
16549,261
16550,114
16566,35
16567,213
16568,212
16569,430
16570,466
16571,447
16572,373
16573,255
16574,110
16590,29
16591,209
16592,193
16593,308
16594,331
16595,273
16596,77
16597,25
16598,34
16614,64
16615,80
16616,219
16617,36
16618,115
16619,220
16620,160
16621,21
16622,24
16638,13
16639,34
16640,108
16641,148
16642,21
16643,35
16644,15
16645,10
16646,7
16662,47
16663,13
16664,328
16665,422
16666,261
16667,224
16668,98
16669,11
16670,34
16686,5
16687,13
16688,94
16689,227
16690,310
16691,147
16692,40
16693,59
16694,6
16710,4
16711,13
16712,22
16713,30
16714,33
16715,32
16716,26
16717,16
16718,7
16734,25
16735,197
16736,180
16737,418
16738,456
16739,439
16740,365
16741,124
16742,103
16758,55
16759,199
16760,197
16761,270
16762,456
16763,311
16764,223
16765,92
16766,34
16782,8
16783,66
16784,113
16785,155
16786,118
16787,170
16788,36
16789,22
16790,30
16806,4
16807,13
16808,52
16809,157
16810,276
16811,245
16812,196
16813,92
16814,94
16830,4
16831,9
16832,11
16833,46
16834,318
16835,218
16836,127
16837,115
16838,92
16854,11
16855,50
16856,96
16857,234
16858,422
16859,244
16860,338
16861,25
16862,56
16878,45
16879,187
16880,175
16881,408
16882,448
16883,430
16884,360
16885,102
16886,102
16902,10
16903,8
16904,114
16905,266
16906,302
16907,299
16908,245
16909,92
16910,37
16926,38
16927,172
16928,165
16929,254
16930,350
16931,295
16932,212
16933,108
16934,39
16950,29
16951,11
16952,20
16953,236
16954,281
